instance_id,repo,version,created_at,difficulty,declared_mode,routing_domain_cluster,observable_mode,gold_domain_cluster,repair_shape,semantic_cluster_k10,problem_chars,hints_chars,has_hints,code_block_count,mentions_traceback,mentions_exception,fail_to_pass_count,pass_to_pass_count,test_patch_files,test_patch_changed_lines,patch_files,patch_hunks,patch_additions,patch_deletions,patch_changed_lines,patch_exts,patch_top_dirs,patch_touches_tests,patch_touches_docs,patch_touches_migrations,kw_web_orm_config,kw_symbolic_math,kw_array_numeric_ml,kw_docs_rendering,kw_plotting_visual,kw_test_lint_tooling,kw_http_io_packaging,kw_compatibility_errors,kw_parser_serialization
django__django-15104,django/django,4.1,2021-11-19T20:46:58Z,<15 min fix,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,4594,0,False,0,True,True,1,131,1,22,1,1,1,1,2,{'.py': 1},{'django': 1},False,False,True,9,0,0,0,1,0,1,1,2
django__django-15127,django/django,4.1,2021-11-25T13:14:38Z,<15 min fix,test_localizable,web_framework_orm_config,web_orm_config,web_framework_orm_config,small_local,8,306,407,True,0,False,False,1,1,2,40,1,1,11,0,11,{'.py': 1},{'django': 1},False,False,False,2,0,0,0,0,0,0,0,1
django__django-15128,django/django,4.1,2021-11-25T15:50:24Z,1-4 hours,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,medium_local,8,2662,8382,True,0,True,True,1,282,2,25,1,6,20,8,28,{'.py': 1},{'django': 1},False,False,False,7,2,1,2,1,1,1,2,2
django__django-15161,django/django,4.1,2021-12-06T09:06:13Z,15 min - 1 hour,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,504,265,True,0,False,False,3,208,2,31,1,6,6,0,6,{'.py': 1},{'django': 1},False,False,False,3,2,0,1,1,0,0,0,0
django__django-15252,django/django,4.1,2021-12-28T15:51:06Z,15 min - 1 hour,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,1681,9062,True,0,False,True,2,34,2,43,1,1,6,2,8,{'.py': 1},{'django': 1},False,False,True,7,1,0,1,2,1,0,0,1
django__django-15268,django/django,4.1,2022-01-01T09:57:13Z,1-4 hours,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,1305,0,False,0,False,False,3,130,1,38,1,2,12,1,13,{'.py': 1},{'django': 1},False,False,True,4,0,0,1,0,0,0,0,0
django__django-15277,django/django,4.1,2022-01-03T12:14:06Z,<15 min fix,semantic_api,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,2748,189,True,0,False,True,2,158,1,24,1,1,2,1,3,{'.py': 1},{'django': 1},False,False,False,3,1,0,0,1,0,0,1,0
django__django-15278,django/django,4.1,2022-01-03T20:01:32Z,15 min - 1 hour,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,1222,78,True,0,False,True,1,138,1,12,1,1,9,4,13,{'.py': 1},{'django': 1},False,False,False,8,0,0,1,1,0,0,0,1
django__django-15280,django/django,4.1,2022-01-04T11:16:35Z,15 min - 1 hour,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,2509,758,True,0,False,False,1,85,1,26,1,1,3,2,5,{'.py': 1},{'django': 1},False,False,False,8,0,0,1,0,1,0,0,0
django__django-15315,django/django,4.1,2022-01-13T18:51:58Z,<15 min fix,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,793,0,False,0,False,False,1,33,1,11,1,1,1,5,6,{'.py': 1},{'django': 1},False,False,False,3,0,0,0,1,1,0,0,0
django__django-15368,django/django,4.1,2022-01-27T13:44:35Z,<15 min fix,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,1180,180,True,0,False,False,1,29,1,10,1,2,2,2,4,{'.py': 1},{'django': 1},False,False,False,5,2,0,1,0,0,0,0,2
django__django-15375,django/django,4.1,2022-01-28T14:48:03Z,15 min - 1 hour,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,1613,1283,True,0,True,True,1,95,1,12,1,1,3,1,4,{'.py': 1},{'django': 1},False,False,False,7,2,0,0,1,0,0,1,2
django__django-15380,django/django,4.1,2022-01-31T19:44:44Z,<15 min fix,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,1608,0,False,0,True,True,1,133,1,20,1,1,1,1,2,{'.py': 1},{'django': 1},False,False,True,4,0,0,0,0,0,0,1,0
django__django-15382,django/django,4.1,2022-02-01T18:29:41Z,15 min - 1 hour,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,407,1635,True,0,False,False,1,161,1,7,1,1,12,7,19,{'.py': 1},{'django': 1},False,False,False,8,1,1,0,0,0,0,0,1
django__django-15467,django/django,4.1,2022-02-27T03:00:31Z,<15 min fix,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,727,162,True,0,False,False,1,62,1,12,1,1,3,1,4,{'.py': 1},{'django': 1},False,False,False,5,0,0,0,0,0,0,0,0
django__django-15499,django/django,4.1,2022-03-10T22:32:35Z,<15 min fix,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,263,0,False,0,False,False,1,35,1,24,1,1,13,0,13,{'.py': 1},{'django': 1},False,False,True,2,0,0,0,0,0,0,0,0
django__django-15503,django/django,4.1,2022-03-12T06:22:37Z,1-4 hours,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,medium_local,8,1797,634,True,0,True,False,2,78,1,27,1,6,16,10,26,{'.py': 1},{'django': 1},False,False,False,5,0,1,0,2,2,0,2,2
django__django-15525,django/django,4.1,2022-03-18T10:39:26Z,15 min - 1 hour,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,4379,914,True,0,True,True,1,53,4,60,1,1,3,1,4,{'.py': 1},{'django': 1},False,False,False,6,0,0,1,0,1,0,1,3
django__django-15554,django/django,4.1,2022-03-29T10:12:46Z,15 min - 1 hour,semantic_api,web_framework_orm_config,web_orm_config,web_orm_schema_query,medium_local,8,1278,1135,True,0,False,False,1,41,1,28,1,9,38,9,47,{'.py': 1},{'django': 1},False,False,False,5,0,0,0,0,0,0,0,1
django__django-15561,django/django,4.1,2022-04-01T18:29:04Z,15 min - 1 hour,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,medium_local,8,359,2273,True,0,False,False,1,141,1,14,2,2,20,15,35,{'.py': 2},{'django': 2},False,False,False,6,0,0,1,2,1,1,0,0
django__django-15563,django/django,4.1,2022-04-06T02:48:01Z,15 min - 1 hour,semantic_api,web_framework_orm_config,web_orm_config,web_orm_schema_query,medium_local,8,1727,679,True,0,False,False,2,29,1,12,2,3,22,3,25,{'.py': 2},{'django': 2},False,False,False,7,0,0,0,0,0,0,0,0
django__django-15569,django/django,4.1,2022-04-08T06:55:17Z,<15 min fix,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,640,1943,True,0,False,True,2,242,3,23,1,1,1,0,1,{'.py': 1},{'django': 1},False,False,False,3,0,0,1,0,0,0,0,1
django__django-15572,django/django,4.1,2022-04-09T09:38:31Z,<15 min fix,dependency_config,web_framework_orm_config,web_orm_config,web_framework_orm_config,micro_single_file,3,1388,0,False,0,False,True,1,10,1,11,1,2,2,2,4,{'.py': 1},{'django': 1},False,False,False,3,0,1,0,1,0,0,1,1
django__django-15629,django/django,4.1,2022-04-23T21:58:24Z,1-4 hours,repo_family,web_framework_orm_config,web_orm_config,large_web_framework_orm_config,broad_multi_file_or_large,8,2395,1913,True,0,False,True,2,115,2,127,4,6,34,8,42,{'.py': 4},{'django': 4},False,False,False,6,1,0,1,1,0,1,0,1
django__django-15695,django/django,4.1,2022-05-16T07:58:51Z,15 min - 1 hour,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,1259,1217,True,0,False,False,1,123,1,5,1,1,3,0,3,{'.py': 1},{'django': 1},False,False,True,4,0,0,1,1,0,0,0,0
django__django-15731,django/django,4.2,2022-05-24T12:30:05Z,15 min - 1 hour,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,1179,70,True,0,False,False,1,58,1,12,1,2,2,2,4,{'.py': 1},{'django': 1},False,False,False,6,0,0,1,1,0,0,0,2
django__django-15732,django/django,4.2,2022-05-24T12:58:31Z,15 min - 1 hour,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,medium_local,8,599,6766,True,0,True,True,1,125,1,63,1,4,27,5,32,{'.py': 1},{'django': 1},False,False,False,8,0,0,1,1,0,0,4,1
django__django-15741,django/django,4.2,2022-05-28T09:52:42Z,<15 min fix,semantic_api,web_framework_orm_config,web_orm_config,web_framework_orm_config,micro_single_file,3,365,0,False,0,False,True,2,104,2,8,1,1,1,0,1,{'.py': 1},{'django': 1},False,False,False,3,0,0,0,0,0,0,1,2
django__django-15814,django/django,4.2,2022-07-03T19:10:56Z,15 min - 1 hour,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,2646,995,True,0,True,True,1,29,1,6,1,1,1,0,1,{'.py': 1},{'django': 1},False,False,False,6,0,0,0,0,1,1,2,2
django__django-15851,django/django,4.2,2022-07-18T01:36:33Z,<15 min fix,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,5,632,0,False,0,False,False,1,8,1,2,1,1,1,1,2,{'.py': 1},{'django': 1},False,False,False,2,0,0,1,0,1,0,0,0
django__django-15863,django/django,4.2,2022-07-20T12:58:04Z,<15 min fix,dependency_config,web_framework_orm_config,web_orm_config,web_framework_orm_config,micro_single_file,3,838,0,False,0,False,False,1,9,1,4,1,1,1,1,2,{'.py': 1},{'django': 1},False,False,False,4,0,0,0,2,0,1,1,1
django__django-15916,django/django,4.2,2022-08-04T18:59:18Z,15 min - 1 hour,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,1744,882,True,0,False,False,2,149,1,35,1,3,3,10,13,{'.py': 1},{'django': 1},False,False,False,4,1,0,0,1,0,1,1,0
django__django-15930,django/django,4.2,2022-08-07T15:26:41Z,<15 min fix,semantic_api,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,689,57,True,0,False,True,1,88,1,10,1,1,5,0,5,{'.py': 1},{'django': 1},False,False,False,2,0,0,0,0,0,0,0,0
django__django-15957,django/django,4.2,2022-08-13T06:18:25Z,1-4 hours,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,medium_local,8,854,3760,True,0,False,True,4,89,1,64,1,4,26,7,33,{'.py': 1},{'django': 1},False,False,False,7,2,0,2,1,1,0,1,0
django__django-15973,django/django,4.2,2022-08-19T18:10:02Z,15 min - 1 hour,semantic_api,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,5339,202,True,0,True,True,1,157,1,46,1,1,1,1,2,{'.py': 1},{'django': 1},False,False,True,5,0,0,1,1,0,0,2,2
django__django-15987,django/django,4.2,2022-08-23T10:07:03Z,<15 min fix,repo_family,web_framework_orm_config,test_lint_tooling,web_framework_orm_config,micro_single_file,8,176,0,False,0,False,False,1,52,1,14,1,1,1,1,2,{'.py': 1},{'django': 1},False,False,False,0,0,0,0,0,1,0,0,0
django__django-16032,django/django,4.2,2022-09-06T09:54:57Z,15 min - 1 hour,semantic_api,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,778,4396,True,0,False,True,2,77,1,28,2,5,3,8,11,{'.py': 2},{'django': 2},False,False,False,7,0,0,1,0,1,0,0,1
django__django-16082,django/django,4.2,2022-09-21T18:49:40Z,15 min - 1 hour,numeric_symbolic,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,308,930,True,0,False,False,2,170,1,8,1,1,1,0,1,{'.py': 1},{'django': 1},False,False,False,3,2,0,0,1,1,0,0,0
django__django-16100,django/django,4.2,2022-09-24T13:32:02Z,<15 min fix,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,281,234,True,0,False,False,1,59,1,52,1,1,11,9,20,{'.py': 1},{'django': 1},False,False,False,3,0,0,0,0,0,0,0,0
django__django-16116,django/django,4.2,2022-09-25T23:54:49Z,<15 min fix,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,758,25,True,0,False,False,1,137,1,3,1,2,6,3,9,{'.py': 1},{'django': 1},False,False,True,2,0,0,0,1,0,0,0,0
django__django-16136,django/django,4.2,2022-09-29T11:47:50Z,15 min - 1 hour,dependency_config,web_framework_orm_config,http_io_packaging,web_framework_orm_config,small_local,8,2087,1935,True,0,True,True,2,7,1,23,1,1,10,1,11,{'.py': 1},{'django': 1},False,False,False,2,1,0,1,1,0,4,3,1
django__django-16139,django/django,4.2,2022-09-30T08:51:16Z,<15 min fix,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,1413,0,False,0,False,False,1,86,1,22,1,1,3,1,4,{'.py': 1},{'django': 1},False,False,False,5,0,0,0,1,0,2,0,1
django__django-16145,django/django,4.2,2022-10-03T05:09:14Z,<15 min fix,dependency_config,web_framework_orm_config,web_orm_config,web_framework_orm_config,small_local,8,589,2554,True,0,False,False,1,174,1,15,1,2,8,1,9,{'.py': 1},{'django': 1},False,False,False,1,0,1,1,1,0,0,1,0
django__django-16255,django/django,4.2,2022-11-04T13:49:40Z,<15 min fix,semantic_api,web_framework_orm_config,compatibility_errors,web_framework_orm_config,micro_single_file,8,1566,65,True,0,True,True,1,36,2,29,1,1,1,1,2,{'.py': 1},{'django': 1},False,False,False,1,0,0,0,0,0,2,3,0
django__django-16256,django/django,4.2,2022-11-04T14:26:44Z,15 min - 1 hour,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,medium_local,8,2110,569,True,0,False,False,9,53,3,88,2,11,55,0,55,{'.py': 2},{'django': 2},False,False,False,5,0,0,0,0,0,0,2,0
django__django-16263,django/django,4.2,2022-11-06T07:38:18Z,1-4 hours,test_localizable,web_framework_orm_config,web_orm_config,large_web_framework_orm_config,broad_multi_file_or_large,8,656,3786,True,0,False,False,3,100,1,39,4,14,70,23,93,{'.py': 4},{'django': 4},False,False,False,8,0,0,1,1,1,0,0,0
django__django-16315,django/django,4.2,2022-11-22T09:44:54Z,15 min - 1 hour,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,1298,1443,True,0,False,True,1,42,2,37,2,4,6,7,13,{'.py': 2},{'django': 2},False,False,False,6,0,0,0,0,0,0,0,0
django__django-16333,django/django,4.2,2022-11-27T20:09:15Z,<15 min fix,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,557,0,False,0,False,False,1,87,1,20,1,1,2,0,2,{'.py': 1},{'django': 1},False,False,False,4,0,0,0,0,0,0,0,0
django__django-16429,django/django,4.2,2023-01-05T11:41:37Z,<15 min fix,semantic_api,web_framework_orm_config,web_orm_config,web_framework_orm_config,micro_single_file,8,964,1162,True,0,True,True,4,21,1,12,1,1,1,0,1,{'.py': 1},{'django': 1},False,False,False,2,0,0,0,1,0,0,2,1
django__django-16454,django/django,5.0,2023-01-15T09:23:24Z,15 min - 1 hour,dependency_config,web_framework_orm_config,web_orm_config,web_framework_orm_config,small_local,5,2039,0,False,0,True,True,1,45,2,37,1,2,10,0,10,{'.py': 1},{'django': 1},False,False,False,3,0,0,1,0,1,0,2,3
django__django-16485,django/django,5.0,2023-01-18T22:03:52Z,15 min - 1 hour,test_localizable,web_framework_orm_config,web_orm_config,web_framework_orm_config,micro_single_file,3,246,116,True,0,False,True,1,9,1,2,1,1,1,1,2,{'.py': 1},{'django': 1},False,False,False,3,0,0,0,0,0,0,1,1
django__django-16493,django/django,5.0,2023-01-20T18:29:25Z,15 min - 1 hour,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,1141,239,True,0,False,False,1,91,2,26,1,1,3,2,5,{'.py': 1},{'django': 1},False,False,False,5,0,0,0,0,0,0,1,0
django__django-16502,django/django,5.0,2023-01-26T09:21:31Z,15 min - 1 hour,dependency_config,web_framework_orm_config,http_io_packaging,web_framework_orm_config,medium_local,8,1676,490,True,0,False,True,1,4,1,69,1,3,26,1,27,{'.py': 1},{'django': 1},False,False,False,4,0,0,1,0,0,5,0,1
django__django-16527,django/django,5.0,2023-02-05T22:05:00Z,15 min - 1 hour,repo_family,web_framework_orm_config,web_orm_config,web_framework_orm_config,micro_single_file,8,493,534,True,0,False,False,1,6,1,35,1,1,1,1,2,{'.py': 1},{'django': 1},False,False,False,3,0,0,0,0,0,0,0,0
django__django-16560,django/django,5.0,2023-02-16T10:45:56Z,1-4 hours,repo_family,web_framework_orm_config,web_orm_config,web_framework_orm_config,broad_multi_file_or_large,4,840,355,True,0,False,True,8,66,2,150,2,18,70,15,85,{'.py': 2},{'django': 2},False,False,False,3,0,0,1,0,0,0,0,0
django__django-16569,django/django,5.0,2023-02-17T20:11:38Z,<15 min fix,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,1740,0,False,0,False,True,2,111,1,1,1,1,3,1,4,{'.py': 1},{'django': 1},False,False,False,5,0,0,0,1,0,1,1,1
django__django-16595,django/django,5.0,2023-02-24T10:30:35Z,<15 min fix,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,1540,421,True,0,False,False,1,37,1,18,1,1,3,3,6,{'.py': 1},{'django': 1},False,False,True,4,0,0,0,0,0,0,1,0
django__django-16612,django/django,5.0,2023-03-02T19:06:12Z,15 min - 1 hour,test_localizable,web_framework_orm_config,web_orm_config,web_framework_orm_config,micro_single_file,8,723,723,True,0,False,False,2,335,1,71,1,1,3,1,4,{'.py': 1},{'django': 1},False,False,False,5,0,0,1,0,0,3,0,1
django__django-16631,django/django,5.0,2023-03-06T15:19:52Z,1-4 hours,repo_family,web_framework_orm_config,http_io_packaging,web_framework_orm_config,medium_local,8,824,1881,True,0,False,False,1,12,1,24,2,3,28,5,33,{'.py': 2},{'django': 2},False,False,False,1,0,0,1,0,0,3,0,1
django__django-16642,django/django,5.0,2023-03-11T07:38:47Z,<15 min fix,test_localizable,web_framework_orm_config,docs_rendering,web_framework_orm_config,micro_single_file,8,261,22,True,0,False,False,1,21,1,2,1,1,2,0,2,{'.py': 1},{'django': 1},False,False,False,0,0,0,1,0,0,1,0,0
django__django-16661,django/django,5.0,2023-03-18T09:26:58Z,15 min - 1 hour,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,1315,53,True,0,False,False,1,36,1,29,1,1,6,4,10,{'.py': 1},{'django': 1},False,False,False,3,0,0,0,0,0,0,0,0
django__django-16662,django/django,5.0,2023-03-18T18:07:18Z,15 min - 1 hour,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,740,271,True,0,False,False,1,51,1,8,1,1,4,1,5,{'.py': 1},{'django': 1},False,False,True,3,0,0,0,1,0,0,1,0
django__django-16667,django/django,5.0,2023-03-20T21:32:53Z,15 min - 1 hour,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,1758,29,True,0,True,True,2,24,2,16,1,1,2,0,2,{'.py': 1},{'django': 1},False,False,False,5,0,0,0,0,0,3,1,1
django__django-16801,django/django,5.0,2023-04-26T07:23:56Z,<15 min fix,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,724,0,False,0,False,False,1,17,1,8,1,2,4,5,9,{'.py': 1},{'django': 1},False,False,False,4,0,0,0,0,0,0,0,0
django__django-16819,django/django,5.0,2023-05-01T15:20:04Z,15 min - 1 hour,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,146,0,False,0,False,False,1,38,1,14,1,1,5,0,5,{'.py': 1},{'django': 1},False,False,True,1,0,0,0,0,0,0,0,0
django__django-16877,django/django,5.0,2023-05-19T23:11:10Z,15 min - 1 hour,repo_family,web_framework_orm_config,web_orm_config,web_framework_orm_config,small_local,3,435,0,False,0,False,False,4,0,1,59,1,1,10,0,10,{'.py': 1},{'django': 1},False,False,False,1,0,0,0,0,0,0,0,0
django__django-16899,django/django,5.0,2023-05-26T13:41:37Z,<15 min fix,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,784,0,False,0,False,True,2,54,1,10,1,1,3,2,5,{'.py': 1},{'django': 1},False,False,False,3,0,0,1,0,0,0,0,0
django__django-16901,django/django,5.0,2023-05-30T05:08:34Z,15 min - 1 hour,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,1014,0,False,0,False,False,1,6,1,21,1,2,6,1,7,{'.py': 1},{'django': 1},False,False,False,4,0,0,0,0,0,0,0,0
django__django-16938,django/django,5.0,2023-06-03T11:18:11Z,15 min - 1 hour,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,4015,688,True,0,False,False,23,65,6,36,2,2,6,2,8,{'.py': 2},{'django': 2},False,False,False,7,0,0,0,0,0,1,0,3
django__django-16950,django/django,5.0,2023-06-06T19:58:48Z,15 min - 1 hour,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,1443,1588,True,0,False,True,1,3,1,24,1,1,7,1,8,{'.py': 1},{'django': 1},False,False,False,6,0,0,1,0,0,0,1,1
django__django-17029,django/django,5.0,2023-06-29T13:18:26Z,<15 min fix,repo_family,web_framework_orm_config,web_orm_config,web_framework_orm_config,micro_single_file,8,878,44,True,0,False,False,1,43,1,11,1,1,1,0,1,{'.py': 1},{'django': 1},False,False,False,2,0,0,0,0,0,0,0,0
django__django-17084,django/django,5.0,2023-07-17T16:54:19Z,15 min - 1 hour,dependency_config,web_framework_orm_config,web_orm_config,web_orm_schema_query,small_local,8,648,177,True,0,False,True,1,107,1,21,1,3,6,0,6,{'.py': 1},{'django': 1},False,False,False,5,0,0,0,0,0,0,1,1
django__django-17087,django/django,5.0,2023-07-17T20:28:41Z,<15 min fix,test_localizable,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,1135,2056,True,0,False,True,1,53,1,13,1,1,1,1,2,{'.py': 1},{'django': 1},False,False,True,4,0,1,0,0,0,0,0,1
django__django-7530,django/django,1.11,2016-11-08T17:27:19Z,15 min - 1 hour,repo_family,web_framework_orm_config,web_orm_config,web_orm_schema_query,micro_single_file,8,481,0,False,0,False,False,1,59,1,11,1,1,1,1,2,{'.py': 1},{'django': 1},False,False,True,3,0,0,0,1,0,0,0,0
django__django-9296,django/django,3.1,2017-10-27T11:10:04Z,<15 min fix,repo_family,web_framework_orm_config,web_orm_config,web_framework_orm_config,micro_single_file,7,411,323,True,0,False,False,1,20,1,7,1,1,4,0,4,{'.py': 1},{'django': 1},False,False,False,1,0,0,0,0,0,0,0,1
matplotlib__matplotlib-13989,matplotlib/matplotlib,3.0,2019-04-19T01:47:57Z,<15 min fix,dependency_config,plotting_visualization,plotting_visual,plotting_visualization,micro_single_file,8,1714,30,True,4,False,False,1,411,1,7,1,1,1,1,2,{'.py': 1},{'lib': 1},False,False,False,1,1,2,1,3,0,0,1,1
matplotlib__matplotlib-14623,matplotlib/matplotlib,3.1,2019-06-25T14:01:17Z,15 min - 1 hour,dependency_config,plotting_visualization,plotting_visual,plotting_visualization,medium_local,8,1117,364,True,2,False,False,1,400,1,7,3,6,17,2,19,{'.py': 3},{'lib': 3},False,False,False,0,0,2,0,3,0,0,1,1
matplotlib__matplotlib-20488,matplotlib/matplotlib,3.4,2021-06-23T03:05:05Z,15 min - 1 hour,test_localizable,plotting_visualization,array_numeric_ml,plotting_visualization,small_local,9,1952,39,True,2,False,True,1,111,1,19,1,1,3,3,6,{'.py': 1},{'lib': 1},False,False,False,1,1,5,1,2,0,0,1,1
matplotlib__matplotlib-20676,matplotlib/matplotlib,3.4,2021-07-19T10:10:07Z,<15 min fix,dependency_config,plotting_visualization,plotting_visual,plotting_visualization,small_local,8,1645,640,True,2,False,False,2,32,1,29,1,1,6,1,7,{'.py': 1},{'lib': 1},False,False,False,1,1,1,1,5,0,0,1,1
matplotlib__matplotlib-20826,matplotlib/matplotlib,3.4,2021-08-11T06:23:50Z,15 min - 1 hour,dependency_config,plotting_visualization,plotting_visual,plotting_visualization,small_local,8,2496,654,True,2,False,False,1,673,1,15,1,1,7,2,9,{'.py': 1},{'lib': 1},False,False,False,1,0,2,0,6,0,0,1,1
matplotlib__matplotlib-20859,matplotlib/matplotlib,3.4,2021-08-19T09:03:04Z,<15 min fix,dependency_config,plotting_visualization,plotting_visual,plotting_visualization,small_local,8,2582,1782,True,4,True,True,1,88,1,9,1,2,5,3,8,{'.py': 1},{'lib': 1},False,False,False,1,1,1,1,7,0,0,3,1
matplotlib__matplotlib-21568,matplotlib/matplotlib,3.4,2021-11-08T18:41:08Z,15 min - 1 hour,dependency_config,plotting_visualization,plotting_visual,plotting_visualization,small_local,8,1297,1605,True,2,False,False,4,73,1,26,1,1,5,2,7,{'.py': 1},{'lib': 1},False,False,False,1,0,3,0,4,0,1,1,2
matplotlib__matplotlib-22719,matplotlib/matplotlib,3.5,2022-03-28T14:42:28Z,<15 min fix,dependency_config,plotting_visualization,plotting_visual,plotting_visualization,micro_single_file,8,10176,1346,True,10,True,True,1,68,1,9,1,2,2,2,4,{'.py': 1},{'lib': 1},False,False,False,1,1,3,3,6,1,1,4,3
matplotlib__matplotlib-22865,matplotlib/matplotlib,3.5,2022-04-20T15:15:11Z,15 min - 1 hour,dependency_config,plotting_visualization,plotting_visual,plotting_visualization,small_local,8,1515,0,False,2,False,False,3,57,1,24,1,1,6,2,8,{'.py': 1},{'lib': 1},False,False,False,1,0,1,0,5,0,1,1,2
matplotlib__matplotlib-22871,matplotlib/matplotlib,3.5,2022-04-21T13:10:50Z,15 min - 1 hour,dependency_config,plotting_visualization,plotting_visual,plotting_visualization,small_local,8,1439,24,True,2,False,False,1,88,1,4,1,1,4,2,6,{'.py': 1},{'lib': 1},False,False,False,1,0,2,0,4,0,1,1,2
matplotlib__matplotlib-23299,matplotlib/matplotlib,3.5,2022-06-18T01:34:39Z,15 min - 1 hour,dependency_config,plotting_visualization,plotting_visual,plotting_visualization,micro_single_file,8,1780,528,True,4,True,False,1,192,1,7,1,2,4,1,5,{'.py': 1},{'lib': 1},False,False,False,1,1,0,1,4,1,1,2,2
matplotlib__matplotlib-23314,matplotlib/matplotlib,3.5,2022-06-21T02:41:34Z,15 min - 1 hour,dependency_config,plotting_visualization,plotting_visual,plotting_visualization,micro_single_file,8,943,532,True,2,False,False,1,862,2,14,1,1,2,0,2,{'.py': 1},{'lib': 1},False,False,False,1,0,0,0,4,0,1,1,2
matplotlib__matplotlib-23412,matplotlib/matplotlib,3.5,2022-07-11T01:41:11Z,15 min - 1 hour,dependency_config,plotting_visualization,plotting_visual,plotting_visualization,micro_single_file,8,1859,2889,True,4,False,False,1,46,1,34,1,1,2,3,5,{'.py': 1},{'lib': 1},False,False,False,1,0,1,3,4,2,1,1,3
matplotlib__matplotlib-23476,matplotlib/matplotlib,3.5,2022-07-22T18:58:22Z,<15 min fix,dependency_config,plotting_visualization,plotting_visual,plotting_visualization,micro_single_file,8,3251,363,True,6,True,False,1,104,1,9,1,1,3,0,3,{'.py': 1},{'lib': 1},False,False,False,1,0,1,0,5,0,1,2,2
matplotlib__matplotlib-24026,matplotlib/matplotlib,3.6,2022-09-28T02:45:01Z,15 min - 1 hour,multi_file,plotting_visualization,plotting_visual,plotting_visualization,small_local,8,2133,0,False,4,True,True,2,764,1,5,1,3,8,5,13,{'.py': 1},{'lib': 1},False,False,False,0,0,2,0,3,1,0,2,0
